node_id,actual_log_composite_score,predicted_log_composite_score,actual_composite_score,predicted_composite_score
10.120.1.191,1.99397218239028e-05,0.001292061060667038,1.9939920093747787e-05,0.0012928961311745846
10.200.7.4,0.02430976741015911,0.13284388184547424,0.02460765838623047,0.14207168628838343
10.200.7.5,0.026467755436897278,0.1185559406876564,0.026821136474609375,0.12586985427425162
10.200.7.8,0.058776602149009705,0.1246570348739624,0.060538291931152344,0.1327598893005202
10.200.7.9,0.025435365736484528,0.13066644966602325,0.02576160430908203,0.13958760808478912
10.130.1.139,1.99397218239028e-05,-0.008281763643026352,1.9939920093747787e-05,-0.008247564313881402
10.130.10.101,1.9973402231698856e-05,0.20537492632865906,1.9973602320533246e-05,0.22798538271635166
10.200.7.7,0.030547838658094406,0.168526291847229,0.031019210815429688,0.18355934439725727
10.130.10.158,1.99397218239028e-05,-0.009296420961618423,1.9939920093747787e-05,-0.009253342834423577
10.130.10.176,1.99397218239028e-05,-0.014660336077213287,1.9939920093747787e-05,-0.014553396577752474
10.130.10.191,1.996434002649039e-05,0.2503226399421692,1.996454011532478e-05,0.28443976141241006
10.130.10.215,1.9939720004913397e-05,0.04940370097756386,1.9939918274758384e-05,0.0506444113133541
10.130.10.232,1.9939720004913397e-05,0.048618778586387634,1.9939918274758384e-05,0.04982006055775697
10.130.12.1,1.9992063243989833e-05,0.2754117548465729,1.9992263332824223e-05,0.31707287437263676
10.130.12.118,1.99397218239028e-05,-0.020332518965005875,1.9939920093747787e-05,-0.0201272071578727
10.130.12.23,1.9982657249784097e-05,0.2820139527320862,1.9982857338618487e-05,0.3257972183511286
10.130.13.177,1.99397218239028e-05,-0.01442624256014824,1.9939920093747787e-05,-0.014322682913244561
10.130.13.188,1.99397218239028e-05,0.006170447915792465,1.9939920093747787e-05,0.006189524346055706
10.130.13.79,1.99551632249495e-05,0.1945326030254364,1.9955361494794488e-05,0.21474308653918955
10.130.15.113,1.99397218239028e-05,-0.009080179035663605,1.9939920093747787e-05,-0.009039078703535557
10.130.15.197,1.99397218239028e-05,0.0051728226244449615,1.9939920093747787e-05,0.005186224770406576
10.130.2.149,1.99397218239028e-05,-0.008271921426057816,1.9939920093747787e-05,-0.008237803223194999
10.130.3.216,2.0044757548021153e-05,0.28026092052459717,2.0044957636855543e-05,0.323475089105121
10.130.3.73,1.9939720004913397e-05,0.07183222472667694,1.9939918274758384e-05,0.07447505859388012
10.130.4.78,1.99397218239028e-05,-0.011231351643800735,1.9939920093747787e-05,-0.01116851547896009
10.130.5.199,1.99397218239028e-05,0.03239984065294266,1.9939920093747787e-05,0.032930430325217884
10.130.5.215,1.99397218239028e-05,-0.016253314912319183,1.9939920093747787e-05,-0.01612194249821176
10.130.5.245,1.9939720004913397e-05,0.055850204080343246,1.9939918274758384e-05,0.057439271783977355
10.130.5.32,1.99397218239028e-05,0.008030202239751816,1.9939920093747787e-05,0.008062530790752961
10.130.6.112,1.9958253687946126e-05,0.19304370880126953,1.9958451957791112e-05,0.2129358083307032
10.130.6.91,1.99397218239028e-05,-0.012216150760650635,1.9939920093747787e-05,-0.0121418365101209
10.130.7.123,1.99397218239028e-05,0.0018263831734657288,1.9939920093747787e-05,0.0018280520270479378
10.130.8.133,1.9939720004913397e-05,0.05053804814815521,1.9939918274758384e-05,0.05183688303922204
10.130.8.20,1.99397218239028e-05,0.03005000203847885,1.9939920093747787e-05,0.030506060068968974
10.130.9.237,2.1176021618884988e-05,0.26514744758605957,2.1176245354581624e-05,0.303623177698849
10.130.9.60,1.99397218239028e-05,0.02239987626671791,1.9939920093747787e-05,0.02265263723845912
10.20.2.114,0.0002181292074965313,0.22188378870487213,0.0002181529998779297,0.24842628819809454
10.200.7.6,0.023493148386478424,0.11896124482154846,0.023771286010742188,0.12632626646703973
10.20.2.116,0.000601349223870784,0.21498361229896545,0.0006015300750732422,0.23984157864645597
10.20.4.12,0.005746918264776468,0.2306489497423172,0.0057634636759757996,0.2594170431596806
10.200.7.194,0.08189485967159271,0.15367108583450317,0.0853416919708252,0.16610727449307086
10.200.7.196,0.07256131619215012,0.1701381802558899,0.07525873184204102,0.18546864836452662
10.200.7.199,0.08251414448022842,0.1691356599330902,0.0860140323638916,0.18428078747932633
10.200.7.217,0.10095418989658356,0.17140528559684753,0.10622596740722656,0.18697171409060712
10.20.4.180,0.0006196832400746644,0.20457354187965393,0.0006198752671480179,0.22700168853829103
10.200.7.195,0.07949404418468475,0.16813839972019196,0.08273911476135254,0.18310034007352133
10.200.7.218,0.10092531144618988,0.17207632958889008,0.10619401931762695,0.1877684916345649
10.20.4.223,2.4857687094481662e-05,0.06890943646430969,2.4857996322680265e-05,0.07133918049067457
10.20.4.43,0.0002443463890813291,0.2275373488664627,0.0002443762496113777,0.2555043305420489
10.20.5.5,0.00019108749984297901,0.23145946860313416,0.00019110576249659061,0.2604382382198189
10.200.1.114,6.405827298294753e-05,0.10225096344947815,6.406032480299473e-05,0.10766141937978523
10.200.1.115,5.5540906032547355e-05,0.09791900217533112,5.554244853556156e-05,0.1028734511402006
10.200.1.118,0.0754786804318428,-0.11051951348781586,0.07840023934841156,-0.10463114175028881
10.200.1.140,0.0002100447309203446,0.18280914425849915,0.0002100667916238308,0.20058524762556157
10.200.1.16,0.0011288966052234173,0.23857928812503815,0.0011295340955257416,0.26944435390892557
10.200.1.166,0.0003357524692546576,0.22549858689308167,0.0003358088433742523,0.25294726356669567
10.200.1.197,4.637826350517571e-05,0.08817339688539505,4.637934034690261e-05,0.09217748578451386
10.200.1.227,8.737274765735492e-05,0.1963743269443512,8.737656753510237e-05,0.21698236937442392
10.200.1.230,0.0002283090871060267,0.2730461061000824,0.00022833514958620071,0.31396082503747336
10.200.1.33,4.085681212018244e-05,0.0990891233086586,4.0857645217329264e-05,0.10416470198538683
10.200.1.35,3.4910859540104866e-05,0.09395797550678253,3.491147072054446e-05,0.098513580470629
10.200.1.44,0.000238655527937226,0.24624352157115936,0.0002386840060353279,0.279211051099455
10.200.2.211,1.9939720004913397e-05,0.05219142511487007,1.9939918274758384e-05,0.05357740438683457
10.200.2.62,2.0311432308517396e-05,0.08417034149169922,2.0311637854319997e-05,0.08781417791735042
10.20.4.182,0.0001298696151934564,0.0860752984881401,0.00012987805530428886,0.08988839216361902
10.20.5.11,4.171347609371878e-05,0.0830405205488205,4.171434557065368e-05,0.08658583671065348
10.200.1.100,1.9982475350843742e-05,-0.03333549201488495,1.9982675439678133e-05,-0.032785987427293065
103.224.182.252,2.0078012312296778e-05,0.13226249814033508,2.007821422012057e-05,0.14140789739659435
103.235.247.8,2.3363212676486e-05,0.12003505229949951,2.3363485524896532e-05,0.12753637362936732
103.235.247.9,2.050889997917693e-05,0.03338393568992615,2.0509110981947742e-05,0.03394743236650516
103.235.46.12,9.837540710577741e-05,0.11412959545850754,9.838024561759084e-05,0.12089737868156364
103.30.232.147,2.003643567149993e-05,0.01073385775089264,2.003663576033432e-05,0.01079167227446083
103.44.220.32,1.995899947360158e-05,-0.01692708022892475,1.995919956243597e-05,-0.016784622138777655
103.6.198.14,1.9961407815571874e-05,-0.016212232410907745,1.9961607904406264e-05,-0.01608152149623351
103.6.212.101,1.9959674318670295e-05,-0.011202821508049965,1.9959874407504685e-05,-0.011140303580029329
103.66.93.4,1.9963987142546102e-05,-0.0029730908572673798,1.9964187231380492e-05,-0.002968675599382766
104.112.240.34,2.0811554350075312e-05,0.029345206916332245,2.0811770809814334e-05,0.02978002030918462
104.117.96.182,2.0554389266180806e-05,0.0228702574968338,2.0554600268951617e-05,0.02313378699698071
104.118.221.183,2.1276187908370048e-05,0.037606772035360336,2.1276413463056087e-05,0.0383228550080469
104.118.221.6,2.0051540559506975e-05,-0.013846918940544128,2.005174246733077e-05,-0.013751491325734291
104.130.33.5,6.763408600818366e-05,0.13295289874076843,6.763637065887451e-05,0.14219619818465284
104.131.117.227,2.0331259293016046e-05,0.044033538550138474,2.033146665780805e-05,0.04501740266926962
104.131.173.75,1.99397218239028e-05,-0.10600170493125916,1.9939920093747787e-05,-0.10057688537996648
104.131.252.46,3.6448142054723576e-05,0.14094141125679016,3.6448807804845273e-05,0.15135718943789295
104.131.66.245,2.0489209418883547e-05,0.013903435319662094,2.0489418602664955e-05,0.01400053757292256
104.152.141.68,1.9978828277089633e-05,0.01852615922689438,1.9979028365924023e-05,0.018698833194942283
104.152.141.98,1.9983139281976037e-05,0.024036772549152374,1.9983339370810427e-05,0.024327984349224074
104.154.127.105,2.7069543648394756e-05,0.06077409163117409,2.706990926526487e-05,0.06265882354752787
104.154.127.194,2.0463759938138537e-05,0.04877697303891182,2.0463969121919945e-05,0.04998614940430651
104.154.127.81,1.994369631574955e-05,-0.05359844118356705,1.9943894585594535e-05,-0.052187367386169976
104.154.178.88,4.721152799902484e-05,0.08877196162939072,4.721264122053981e-05,0.09283142041327283
104.154.190.20,2.021628461079672e-05,0.021752074360847473,2.0216488337609917e-05,0.021990375441399476
104.154.209.175,2.0082577975699678e-05,0.04229821264743805,2.008277988352347e-05,0.043205529451591354
104.154.31.3,2.021613545366563e-05,0.038200266659259796,2.0216339180478826e-05,0.038939276943824756
104.154.59.249,2.0293886336730793e-05,0.04561745747923851,2.0294091882533394e-05,0.04667393707637249
104.154.69.227,2.002483597607352e-05,0.029284987598657608,2.002503606490791e-05,0.02971800952614889
104.154.77.160,2.014933488680981e-05,0.042238496243953705,2.0149538613623008e-05,0.043143234829301436
104.155.155.178,2.0836430849158205e-05,0.018481988459825516,2.0836647308897227e-05,0.018653837479822848
104.155.189.203,1.994289232243318e-05,-0.05548754334449768,1.9943090592278168e-05,-0.05397619211028961
104.156.60.65,3.113659840892069e-05,0.045784950256347656,3.1137082260102034e-05,0.046849262083247446
104.156.62.231,2.101126483466942e-05,0.020584627985954285,2.1011484932387248e-05,0.020797952662672366
104.16.100.29,3.9126833144109696e-05,0.21525529026985168,3.9127597119659185e-05,0.2401784620505908
104.16.103.29,3.4651060559554026e-05,0.07115347683429718,3.4651660826057196e-05,0.07374600836108876
104.16.104.29,2.935238262580242e-05,0.03902474045753479,2.935281372629106e-05,0.03979620836587381
104.16.109.18,2.0547475287457928e-05,0.0021707825362682343,2.054768629022874e-05,0.0021731403904990325
104.16.124.228,2.0678256987594068e-05,0.01185959205031395,2.0678471628343686e-05,0.011930195846792191
104.16.125.228,2.1224062948022038e-05,0.014302168041467667,2.1224288502708077e-05,0.01440493338474486
104.16.126.228,2.132972986146342e-05,0.014856275171041489,2.1329957235138863e-05,0.014967178148138464
104.16.127.228,2.0749721443280578e-05,0.011196620762348175,2.0749936084030196e-05,0.011259537519692225
104.16.131.65,3.0007257009856403e-05,0.1429457813501358,3.0007708119228482e-05,0.15366724968961318
104.16.148.50,2.000591302930843e-05,-0.007315199822187424,2.000611311814282e-05,-0.0072885088708377135
104.16.16.35,4.2749805288622156e-05,0.09420862793922424,4.2750718421302736e-05,0.09878896008248723
